POKEMON,DEX,TYPE 1,TYPE 2,TIER,RARITY,SRL,TAG,ITEM,ABILITY,EV SPREAD,NATURE,IV SPREAD,MOVE 1,MOVE 2,MOVE 3,MOVE 4,GENERATED (D),GENERATED (N),GENERATED (R),PICKED (D),PICKED (N),BANNED
Vulpix,37,Fire,,LC Uber,NONE,-1,SUN,Heat Rock,Drought,52 HP / 196 SpA / 240 Spe,Timid,0 Atk,Fire Blast,Energy Ball,Will-O-Wisp,Hidden Power [Rock],0,0,0,0,0,0
Vulpix,37,Fire,,LC Uber,NONE,-1,SUN,Heat Rock,Drought,52 HP / 196 SpA / 240 Spe,Timid,0 Atk,Hidden Power [Rock],Fire Blast,Energy Ball,Hypnosis,0,0,0,0,0,0
Vulpix-Alola,37,Ice,,LC,NONE,-1,HAIL,Light Clay,Snow Warning,52 HP / 200 SpA / 240 Spe,Timid,0 Atk,Aurora Veil,Blizzard,Freeze-Dry,Hidden Power [Ground],0,0,0,0,0,0
Ninetales,38,Fire,,RU,RARE,8,SUN,Heat Rock,Drought,252 HP / 252 Def / 4 SpA,Bold,0 Atk,Solar Beam,Will-O-Wisp,Pain Split,Fire Blast,0,0,0,0,0,0
Ninetales,38,Fire,,RU,RARE,8,SUN,Heat Rock,Drought,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Nasty Plot,Hidden Power [Ice],Solar Beam,Fire Blast,0,0,0,0,0,0
Ninetales,38,Fire,,RU,RARE,8,SUN,Firium Z,Drought,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Nasty Plot,Fire Blast,Solar Beam,Dark Pulse,0,0,0,0,0,0
Ninetales,38,Fire,,RU,RARE,8,SUN,Leftovers,Drought,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Fire Blast,Substitute,Disable,Solar Beam,0,0,0,0,0,0
Ninetales,38,Fire,,RU,RARE,8,SUN,Heat Rock,Drought,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Solar Beam,Fire Blast,Hidden Power [Ice],Nasty Plot,0,0,0,0,0,0
Ninetales,38,Fire,,RU,RARE,8,SUN,Choice Specs,Drought,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Dark Pulse,Solar Beam,Overheat,Psyshock,0,0,0,0,0,0
Ninetales-Alola,38,Ice,Fairy,OU,ULTRA-RARE,6,HAIL,Icium Z,Snow Warning,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Freeze-Dry,Moonblast,Hidden Power [Fire],Blizzard,0,0,0,0,0,0
Ninetales-Alola,38,Ice,Fairy,OU,ULTRA-RARE,6,HAIL,Light Clay,Snow Warning,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Aurora Veil,Freeze-Dry,Moonblast,Encore,0,0,0,0,0,0
Ninetales-Alola,38,Ice,Fairy,OU,ULTRA-RARE,6,HAIL,Life Orb,Snow Warning,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Nasty Plot,Hidden Power [Ground],Moonblast,Blizzard,0,0,0,0,0,0
Ninetales-Alola,38,Ice,Fairy,OU,ULTRA-RARE,6,HAIL,Choice Specs,Snow Cloak,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Ice Beam,Hidden Power [Fire],Moonblast,Psyshock,0,0,0,0,0,0
Ninetales-Alola,38,Ice,Fairy,OU,ULTRA-RARE,6,HAIL,Light Clay,Snow Warning,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Freeze-Dry,Moonblast,Hypnosis,Aurora Veil,0,0,0,0,0,0
Ninetales-Alola,38,Ice,Fairy,OU,ULTRA-RARE,6,HAIL,Focus Sash,Snow Cloak,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Nasty Plot,Ice Beam,Moonblast,Hidden Power [Fire],0,0,0,0,0,0
Jigglypuff,39,Normal,Fairy,NFE,COMMON,6,,Eviolite,Competitive,252 Def / 252 SpA / 4 SpD,Modest,0 Atk,Thunder Wave,Dazzling Gleam,Fire Blast,Stealth Rock,0,0,0,0,0,0
Wigglytuff,40,Normal,Fairy,Untiered,COMMON,6,,Life Orb,Competitive,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Stealth Rock,Hyper Voice,Dazzling Gleam,Fire Blast,0,0,0,0,0,0
Wigglytuff,40,Normal,Fairy,Untiered,COMMON,6,,Normalium Z,Competitive,252 Def / 252 SpA / 4 SpD,Modest,0 Atk,Fire Blast,Dazzling Gleam,Thunder Wave,Hyper Voice,0,0,0,0,0,0
Wigglytuff,40,Normal,Fairy,Untiered,COMMON,6,,Rocky Helmet,Frisk,252 Def / 252 SpA / 4 SpD,Modest,0 Atk,Thunder Wave,Dazzling Gleam,Fire Blast,Stealth Rock,0,0,0,0,0,0
Wigglytuff,40,Normal,Fairy,Untiered,COMMON,6,TRICK,Life Orb,Competitive,252 Def / 252 SpA / 4 SpD,Quiet,0 Atk / 0 Spe,Stealth Rock,Hyper Voice,Dazzling Gleam,Fire Blast,0,0,0,0,0,0
Wigglytuff,40,Normal,Fairy,Untiered,COMMON,6,,Leftovers,Frisk,252 Def / 4 SpA / 252 SpD,Calm,0 Atk,Wish,Heal Bell,Stealth Rock,Hyper Voice,0,0,0,0,0,0
Wigglytuff,40,Normal,Fairy,Untiered,COMMON,6,,Light Clay,Frisk,252 HP / 4 Atk / 252 Def,Impish,,Reflect,Light Screen,Knock Off,Wish,0,0,0,0,0,0
Zubat,41,Poison,Flying,LC,NONE,-1,,Eviolite,Infiltrator,196 HP / 76 Atk / 236 Spe,Jolly,,Defog,U-turn,Brave Bird,Roost,0,0,0,0,0,0
Golbat,42,Poison,Flying,NU,COMMON,4,,Eviolite,Infiltrator,168 HP / 172 Def / 168 Spe,Impish,,Roost,Brave Bird,Defog,Taunt,0,0,0,0,0,0
Golbat,42,Poison,Flying,NU,COMMON,4,,Life Orb,Infiltrator,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Air Slash,Sludge Bomb,Nasty Plot,Heat Wave,0,0,0,0,0,0
Golbat,42,Poison,Flying,NU,COMMON,4,,Eviolite,Infiltrator,168 HP / 172 Def / 168 SpD,Impish,,Defog,Taunt,Super Fang,Roost,0,0,0,0,0,0
Golbat,42,Poison,Flying,NU,COMMON,4,,Eviolite,Infiltrator,168 Def / 168 SpD / 172 Spe,Calm,,Taunt,Super Fang,Toxic,Roost,0,0,0,0,0,0
Golbat,42,Poison,Flying,NU,COMMON,4,,Eviolite,Infiltrator,252 SpA / 4 SpD / 252 Spe,Modest,0 Atk,Nasty Plot,Shadow Ball,Air Slash,Sludge Bomb,0,0,0,0,0,0
Golbat,42,Poison,Flying,NU,COMMON,4,,Eviolite,Infiltrator,168 HP / 172 Atk / 168 Spe,Adamant,,U-turn,Roost,Whirlwind,Brave Bird,0,0,0,0,0,0
Oddish,43,Grass,Poison,LC,NONE,-1,,Eviolite,Chlorophyll,156 HP / 236 Def / 76 SpD / 36 Spe,Bold,0 Atk,Sleep Powder,Strength Sap,Sludge Bomb,Giga Drain,0,0,0,0,0,0
Gloom,44,Grass,Poison,NFE,COMMON,0,,Eviolite,Chlorophyll,252 HP / 252 Def / 4 SpD,Bold,0 Atk,Giga Drain,Sludge Bomb,Strength Sap,Sleep Powder,0,0,0,0,0,0
Gloom,44,Grass,Poison,NFE,COMMON,0,,Eviolite,Chlorophyll,252 HP / 4 Def / 252 SpD,Calm,0 Atk,Leech Seed,Toxic,Protect,Strength Sap,0,0,0,0,0,0
Gloom,44,Grass,Poison,NFE,COMMON,0,,Choice Specs,Chlorophyll,252 HP / 252 SpA / 4 SpD,Modest,0 Atk,Moonblast,Hidden Power [Fire],Energy Ball,Sludge Bomb,0,0,0,0,0,0
Vileplume,45,Grass,Poison,NU,COMMON,0,,Poisonium Z,Effect Spore,168 HP / 168 Def / 172 SpA,Modest,0 Atk,Giga Drain,Sludge Bomb,Sleep Powder,Strength Sap,0,0,0,0,0,0
Vileplume,45,Grass,Poison,NU,COMMON,0,,Black Sludge,Effect Spore,252 HP / 252 Def / 4 SpD,Bold,0 Atk,Stun Spore,Sludge Bomb,Moonblast,Strength Sap,0,0,0,0,0,0
Vileplume,45,Grass,Poison,NU,COMMON,0,SUN,Choice Specs,Chlorophyll,252 HP / 4 Def / 252 SpA,Modest,0 Atk,Moonblast,Hidden Power [Fire],Giga Drain,Sludge Bomb,0,0,0,0,0,0
Vileplume,45,Grass,Poison,NU,COMMON,0,,Rocky Helmet,Effect Spore,252 HP / 252 Def / 4 SpA,Bold,0 Atk,Sleep Powder,Strength Sap,Moonblast,Sludge Bomb,0,0,0,0,0,0
Vileplume,45,Grass,Poison,NU,COMMON,0,,Black Sludge,Effect Spore,252 HP / 4 SpA / 252 SpD,Calm,0 Atk,Aromatherapy,Sludge Bomb,Giga Drain,Strength Sap,0,0,0,0,0,0
Vileplume,45,Grass,Poison,NU,COMMON,0,SUN,Heat Rock,Chlorophyll,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Sunny Day,Sludge Bomb,Solar Beam,Hidden Power [Ground],0,0,0,0,0,0
Paras,46,Bug,Grass,LC,NONE,-1,,Eviolite,Dry Skin,76 HP / 36 Atk / 236 Def / 156 SpD,Impish,,Spore,Bullet Seed,Synthesis,Knock Off,0,0,0,0,0,0
Parasect,47,Bug,Grass,Untiered,COMMON,0,,Leftovers,Dry Skin,252 HP / 252 Def / 4 SpD,Impish,,Spore,Synthesis,Seed Bomb,Knock Off,0,0,0,0,0,0
Parasect,47,Bug,Grass,Untiered,COMMON,0,TRICK,Life Orb,Dry Skin,252 HP / 252 Atk / 4 Def,Brave,0 Spe,Swords Dance,Knock Off,Leech Life,Spore,0,0,0,0,0,0
Parasect,47,Bug,Grass,Untiered,COMMON,0,,Choice Band,Dry Skin,252 HP / 252 Atk / 4 Def,Adamant,,Knock Off,Leech Life,Seed Bomb,Brick Break,0,0,0,0,0,0
Venonat,48,Bug,Poison,LC,NONE,-1,,Eviolite,Compound Eyes,36 HP / 116 Def / 36 SpA / 76 SpD / 236 Spe,Timid,0 Atk,Toxic Spikes,Sleep Powder,Signal Beam,Morning Sun,0,0,0,0,0,0
Venonat,48,Bug,Poison,LC,NONE,-1,,Berry Juice,Tinted Lens,36 HP / 116 Def / 36 SpA / 76 SpD / 236 Spe,Timid,,Thief,Toxic Spikes,Sleep Powder,Signal Beam,0,0,0,0,0,0
Venomoth,49,Bug,Poison,UU,RARE,10,,Buginium Z,Tinted Lens,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Bug Buzz,Sleep Powder,Quiver Dance,Sludge Bomb,0,0,0,0,0,0
Venomoth,49,Bug,Poison,UU,RARE,10,BATON,Focus Sash,Tinted Lens,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Sleep Powder,Quiver Dance,Bug Buzz,Baton Pass,0,0,0,0,0,0
Venomoth,49,Bug,Poison,UU,RARE,10,,Leftovers,Wonder Skin,252 HP / 4 SpD / 252 Spe,Timid,0 Atk,Disable,Toxic,Substitute,Protect,0,0,0,0,0,0
Venomoth,49,Bug,Poison,UU,RARE,10,,Choice Specs,Tinted Lens,252 SpA / 4 SpD / 252 Spe,Timid,,Giga Drain,U-turn,Sludge Bomb,Bug Buzz,0,0,0,0,0,0
Venomoth,49,Bug,Poison,UU,RARE,10,,Black Sludge,Tinted Lens,252 HP / 4 SpA / 252 Spe,Timid,0 Atk,Bug Buzz,Toxic,Substitute,Quiver Dance,0,0,0,0,0,0
Venomoth,49,Bug,Poison,UU,RARE,10,,Life Orb,Tinted Lens,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Quiver Dance,Stun Spore,Bug Buzz,Disable,0,0,0,0,0,0
Diglett,50,Ground,,LC,NONE,-1,,Groundium Z,Arena Trap,36 HP / 236 Atk / 236 Spe,Jolly,,Earthquake,Rock Slide,Sucker Punch,Substitute,0,0,0,0,0,0
Diglett-Alola,50,Ground,Steel,LC,NONE,-1,,Life Orb,Sand Force,36 HP / 236 Atk / 36 Def / 196 Spe,Jolly,,Iron Head,Earthquake,Substitute,Rock Slide,0,0,0,0,0,0
Dugtrio,51,Ground,,Untiered,COMMON,12,,Life Orb,Arena Trap,252 Atk / 4 SpD / 252 Spe,Jolly,,Earthquake,Sucker Punch,Stone Edge,Memento,0,0,0,0,0,0
Dugtrio,51,Ground,,Untiered,COMMON,12,,Choice Band,Arena Trap,252 Atk / 4 SpD / 252 Spe,Jolly,,Stone Edge,Aerial Ace,Sucker Punch,Earthquake,0,0,0,0,0,0
Dugtrio,51,Ground,,Untiered,COMMON,12,SAND,Groundium Z,Sand Force,252 Atk / 4 Def / 252 Spe,Jolly,,Memento,Earthquake,Rock Slide,Stealth Rock,0,0,0,0,0,0
Dugtrio,51,Ground,,Untiered,COMMON,12,,Focus Sash,Arena Trap,252 Atk / 4 SpD / 252 Spe,Jolly,,Earthquake,Sucker Punch,Stone Edge,Reversal,0,0,0,0,0,0
Dugtrio,51,Ground,,Untiered,COMMON,12,,Choice Scarf,Arena Trap,252 Atk / 4 SpD / 252 Spe,Jolly,,Rock Slide,Night Slash,Earthquake,Final Gambit,0,0,0,0,0,0
Dugtrio,51,Ground,,Untiered,COMMON,12,UBER,Focus Sash,Arena Trap,252 Atk / 4 SpD / 252 Spe,Adamant,,Memento,Earthquake,Stealth Rock,Sucker Punch,0,0,0,0,0,0
Dugtrio-Alola,51,Ground,Steel,PU,COMMON,5,,Choice Band,Sand Force,252 Atk / 4 Def / 252 Spe,Jolly,,Stone Edge,Sucker Punch,Earthquake,Iron Head,0,0,0,0,0,0
Dugtrio-Alola,51,Ground,Steel,PU,COMMON,5,SAND,Air Balloon,Sand Force,252 Atk / 4 Def / 252 Spe,Adamant,,Earthquake,Stone Edge,Iron Head,Sucker Punch,0,0,0,0,0,0
Dugtrio-Alola,51,Ground,Steel,PU,COMMON,5,,Steelium Z,Sand Force,252 Atk / 4 Def / 252 Spe,Jolly,,Iron Head,Sucker Punch,Earthquake,Memento,0,0,0,0,0,0
Dugtrio-Alola,51,Ground,Steel,PU,COMMON,5,,Focus Sash,Tangling Hair,252 Atk / 4 SpD / 252 Spe,Jolly,,Earthquake,Reversal,Sucker Punch,Stone Edge,0,0,0,0,0,0
Dugtrio-Alola,51,Ground,Steel,PU,COMMON,5,,Choice Scarf,Tangling Hair,252 Atk / 4 SpD / 252 Spe,Jolly,,Final Gambit,Stone Edge,Earthquake,Iron Head,0,0,0,0,0,0
Dugtrio-Alola,51,Ground,Steel,PU,COMMON,5,,Leftovers,Tangling Hair,168 HP / 172 SpD / 168 Spe,Careful,,Toxic,Protect,Iron Head,Stomping Tantrum,0,0,0,0,0,0
Meowth,52,Normal,,LC,NONE,-1,,Life Orb,Technician,236 Atk / 36 SpA / 36 SpD / 196 Spe,Hasty,19 HP,Fake Out,Feint,Water Pulse,Aerial Ace,0,0,0,0,0,0
Meowth-Alola,52,Dark,,LC,NONE,-1,,Darkinium Z,Technician,36 HP / 200 SpA / 40 SpD / 200 Spe,Timid,0 Atk,Parting Shot,Dark Pulse,Hidden Power [Fighting],Taunt,0,0,0,0,0,0
Persian,53,Normal,,Untiered,COMMON,1,,Life Orb,Technician,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Water Pulse,Hyper Voice,Hidden Power [Ghost],Nasty Plot,0,0,0,0,0,0
Persian,53,Normal,,Untiered,COMMON,1,,Normalium Z,Technician,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Substitute,Nasty Plot,Hyper Voice,Hidden Power [Ghost],0,0,0,0,0,0
Persian,53,Normal,,Untiered,COMMON,1,,Choice Specs,Technician,252 SpA / 4 SpD / 252 Spe,Timid,,U-turn,Switcheroo,Swift,Water Pulse,0,0,0,0,0,0
Persian-Alola,53,Dark,,PU,COMMON,3,,Leftovers,Fur Coat,252 HP / 4 Atk / 252 Spe,Jolly,,Substitute,Fake Out,Parting Shot,Toxic,0,0,0,0,0,0
Persian-Alola,53,Dark,,PU,COMMON,3,,Darkinium Z,Fur Coat,252 HP / 4 SpD / 252 Spe,Timid,0 Atk,Parting Shot,Foul Play,Toxic,Taunt,0,0,0,0,0,0
Persian-Alola,53,Dark,,PU,COMMON,3,,Choice Specs,Technician,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Dark Pulse,Switcheroo,Hidden Power [Fire],Thunderbolt,0,0,0,0,0,0
Persian-Alola,53,Dark,,PU,COMMON,3,RAIN,Damp Rock,Fur Coat,252 HP / 4 SpD / 252 Spe,Timid,0 Atk,Parting Shot,Dark Pulse,Rain Dance,Thunder,0,0,0,0,0,0
Persian-Alola,53,Dark,,PU,COMMON,3,,Life Orb,Technician,252 Atk / 4 SpD / 252 Spe,Jolly,,Fake Out,U-turn,Bite,Play Rough,0,0,0,0,0,0
Persian-Alola,53,Dark,,PU,COMMON,3,,Weakness Policy,Fur Coat,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Thunderbolt,Dark Pulse,Power Gem,Nasty Plot,0,0,0,0,0,0
Psyduck,54,Water,,LC,NONE,-1,,Choice Scarf,Cloud Nine,240 SpA / 240 Spe,Timid,0 Atk,Hydro Pump,Psychic,Ice Beam,Hidden Power [Fire],0,0,0,0,0,0
Golduck,55,Water,,Untiered,COMMON,9,RAIN,Waterium Z,Swift Swim,4 Def / 252 SpA / 252 Spe,Modest,0 Atk,Rain Dance,Hydro Pump,Ice Beam,Hidden Power [Electric],0,0,0,0,0,0
Golduck,55,Water,,Untiered,COMMON,9,,Life Orb,Swift Swim,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Surf,Calm Mind,Psyshock,Ice Beam,0,0,0,0,0,0
Golduck,55,Water,,Untiered,COMMON,9,RAIN,Life Orb,Swift Swim,252 SpA / 4 SpD / 252 Spe,Modest,0 Atk,Hidden Power [Grass],Ice Beam,Hydro Pump,Rain Dance,0,0,0,0,0,0
Mankey,56,Fighting,,LC,NONE,-1,,Choice Scarf,Defiant,36 HP / 196 Atk / 76 Def / 196 Spe,Jolly,,Close Combat,Gunk Shot,U-turn,Earthquake,0,0,0,0,0,0
Primeape,57,Fighting,,PU,COMMON,1,,Life Orb,Defiant,252 Atk / 4 SpD / 252 Spe,Jolly,,Close Combat,U-turn,Earthquake,Stone Edge,0,0,0,0,0,0
Primeape,57,Fighting,,PU,COMMON,1,,Choice Band,Defiant,252 Atk / 4 SpD / 252 Spe,Jolly,,Close Combat,Stone Edge,Pursuit,Gunk Shot,0,0,0,0,0,0
Primeape,57,Fighting,,PU,COMMON,1,,Choice Scarf,Defiant,252 Atk / 4 SpD / 252 Spe,Jolly,,Close Combat,U-turn,Gunk Shot,Ice Punch,0,0,0,0,0,0
Growlithe,58,Fire,,LC,NONE,-1,,Eviolite,Intimidate,236 HP / 156 Def / 116 SpD,Impish,,Will-O-Wisp,Flare Blitz,Morning Sun,Wild Charge,0,0,0,0,0,0
Arcanine,59,Fire,,RU,RARE,8,,Leftovers,Intimidate,168 HP / 172 SpA / 168 SpD,Modest,0 Atk,Snarl,Morning Sun,Burn Up,Toxic,0,0,0,0,0,0
Arcanine,59,Fire,,RU,RARE,8,,Weakness Policy,Intimidate,252 Atk / 4 SpA / 252 Spe,Jolly,,Extreme Speed,Wild Charge,Overheat,Close Combat,0,0,0,0,0,0
Arcanine,59,Fire,,RU,RARE,8,,Leftovers,Intimidate,252 HP / 4 Atk / 252 Def,Impish,,Flare Blitz,Extreme Speed,Morning Sun,Will-O-Wisp,0,0,0,0,0,0
Arcanine,59,Fire,,RU,RARE,8,,Electrium Z,Intimidate,252 Atk / 4 SpD / 252 Spe,Adamant,,Close Combat,Flare Blitz,Wild Charge,Extreme Speed,0,0,0,0,0,0
Arcanine,59,Fire,,RU,RARE,8,,Life Orb,Intimidate,252 Atk / 4 SpD / 252 Spe,Adamant,,Morning Sun,Close Combat,Flare Blitz,Extreme Speed,0,0,0,0,0,0
Arcanine,59,Fire,,RU,RARE,8,SUN,Leftovers,Intimidate,168 HP / 172 SpA / 168 Spe,Modest,0 Atk,Sunny Day,Fire Blast,Solar Beam,Morning Sun,0,0,0,0,0,0
Poliwag,60,Water,,LC,NONE,-1,,Berry Juice,Water Absorb,116 HP / 196 Atk / 196 Spe,Jolly,,Belly Drum,Waterfall,Hypnosis,Return,0,0,0,0,0,0
Poliwhirl,61,Water,,NFE,COMMON,8,,Normalium Z,Swift Swim,252 Atk / 4 Def / 252 Spe,Jolly,,Earthquake,Ice Punch,Waterfall,Belly Drum,0,0,0,0,0,0
Poliwrath,62,Water,Fighting,PU,COMMON,8,,Choice Band,Swift Swim,252 HP / 252 Atk / 4 Def,Adamant,,Ice Punch,Waterfall,Earthquake,Brick Break,0,0,0,0,0,0
Poliwrath,62,Water,Fighting,PU,COMMON,8,,Assault Vest,Water Absorb,252 HP / 252 Atk / 4 SpD,Adamant,,Earthquake,Throat Chop,Ice Punch,Waterfall,0,0,0,0,0,0
Poliwrath,62,Water,Fighting,PU,COMMON,8,,Rocky Helmet,Damp,252 HP / 4 Atk / 252 SpD,Careful,,Rest,Sleep Talk,Circle Throw,Bulk Up,0,0,0,0,0,0
Abra,63,Psychic,,LC,NONE,-1,,Focus Sash,Magic Guard,236 SpA / 76 SpD / 196 Spe,Timid,0 Atk,Psychic,Dazzling Gleam,Counter,Energy Ball,0,0,0,0,0,0
Kadabra,64,Psychic,,PU,COMMON,11,,Focus Sash,Magic Guard,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Counter,Dazzling Gleam,Psychic,Hidden Power [Fire],0,0,0,0,0,0
Kadabra,64,Psychic,,PU,COMMON,11,,Psychium Z,Magic Guard,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Substitute,Disable,Psychic,Signal Beam,0,0,0,0,0,0
Kadabra,64,Psychic,,PU,COMMON,11,,Choice Specs,Synchronize,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Trick,Energy Ball,Dazzling Gleam,Psychic,0,0,0,0,0,0
Alakazam,65,Psychic,,OU,ULTRA-RARE,11,,Alakazite,Magic Guard,252 SpA / 4 SpD / 252 Spe,Modest,0 Atk,Hidden Power [Fire],Psychic,Dazzling Gleam,Focus Blast,0,0,0,0,0,0
Alakazam,65,Psychic,,OU,ULTRA-RARE,6,,Life Orb,Magic Guard,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Hidden Power [Fire],Focus Blast,Shadow Ball,Psychic,0,0,0,0,0,0
Alakazam,65,Psychic,,OU,ULTRA-RARE,11,,Alakazite,Synchronize,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Psychic,Focus Blast,Shadow Ball,Calm Mind,0,0,0,0,0,0
Alakazam,65,Psychic,,OU,ULTRA-RARE,6,,Choice Specs,Synchronize,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Psychic,Focus Blast,Dazzling Gleam,Trick,0,0,0,0,0,0
Alakazam,65,Psychic,,OU,ULTRA-RARE,6,,Focus Sash,Magic Guard,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Psychic,Signal Beam,Counter,Shadow Ball,0,0,0,0,0,0
Alakazam,65,Psychic,,OU,ULTRA-RARE,11,,Alakazite,Magic Guard,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Substitute,Disable,Psychic,Signal Beam,0,0,0,0,0,0
Machop,66,Fighting,,LC,NONE,-1,,Choice Scarf,No Guard,36 HP / 196 Atk / 36 Def / 236 Spe,Jolly,,Dynamic Punch,Knock Off,Poison Jab,Rock Slide,0,0,0,0,0,0
Machoke,67,Fighting,,NFE,COMMON,1,,Eviolite,Guts,252 HP / 4 Atk / 252 SpD,Careful,,Bulk Up,Rest,Sleep Talk,Cross Chop,0,0,0,0,0,0
Machoke,67,Fighting,,NFE,COMMON,1,TRICK,Life Orb,No Guard,252 HP / 252 Atk / 4 SpD,Brave,0 Spe,Bullet Punch,Dynamic Punch,Knock Off,Fire Punch,0,0,0,0,0,0
Machoke,67,Fighting,,NFE,COMMON,1,,Flame Orb,Guts,252 Atk / 4 SpD / 252 Spe,Jolly,,Knock Off,Bullet Punch,Facade,Close Combat,0,0,0,0,0,0
Machamp,68,Fighting,,RU,RARE,1,TRICK,Flame Orb,Guts,252 HP / 252 Atk / 4 SpD,Brave,0 Spe,Close Combat,Knock Off,Bullet Punch,Facade,0,0,0,0,0,0
Machamp,68,Fighting,,RU,RARE,1,,Leftovers,Guts,168 HP / 168 Def / 172 SpD,Careful,,Bulk Up,Cross Chop,Knock Off,Substitute,0,0,0,0,0,0
Machamp,68,Fighting,,RU,RARE,1,,Icium Z,No Guard,168 HP / 168 Atk / 172 Def,Impish,,Dynamic Punch,Ice Punch,Bulk Up,Bullet Punch,0,0,0,0,0,0
Machamp,68,Fighting,,RU,RARE,1,,Flame Orb,Guts,252 Atk / 4 Def / 252 Spe,Adamant,,Bullet Punch,Facade,Close Combat,Knock Off,0,0,0,0,0,0
Machamp,68,Fighting,,RU,RARE,1,,Assault Vest,No Guard,252 HP / 252 Atk / 4 SpD,Adamant,,Knock Off,Dynamic Punch,Stone Edge,Bullet Punch,0,0,0,0,0,0
Machamp,68,Fighting,,RU,RARE,1,,Choice Band,Guts,252 Atk / 4 SpD / 252 Spe,Jolly,,Ice Punch,Knock Off,Close Combat,Bullet Punch,0,0,0,0,0,0
Bellsprout,69,Grass,Poison,LC,NONE,-1,SUN,Poisonium Z,Chlorophyll,76 Def / 196 SpA / 36 SpD / 196 Spe,Modest,0 Atk,Solar Beam,Sludge Bomb,Weather Ball,Sleep Powder,0,0,0,0,0,0
Weepinbell,70,Grass,Poison,NFE,COMMON,7,SUN,Life Orb,Chlorophyll,4 Def / 252 SpA / 252 Spe,Modest,0 Atk,Solar Beam,Sleep Powder,Sludge Bomb,Weather Ball,0,0,0,0,0,0
Victreebel,71,Grass,Poison,PU,COMMON,7,,Life Orb,Chlorophyll,252 SpA / 4 SpD / 252 Spe,Modest,0 Atk,Leaf Storm,Sludge Bomb,Hidden Power [Fire],Sleep Powder,0,0,0,0,0,0
Victreebel,71,Grass,Poison,PU,COMMON,7,,Grassium Z,Chlorophyll,252 Atk / 4 SpD / 252 Spe,Jolly,,Sucker Punch,Leaf Blade,Poison Jab,Swords Dance,0,0,0,0,0,0
Victreebel,71,Grass,Poison,PU,COMMON,7,SUN,Heat Rock,Chlorophyll,168 HP / 168 Def / 172 SpA,Modest,0 Atk,Sunny Day,Solar Beam,Weather Ball,Strength Sap,0,0,0,0,0,0
Victreebel,71,Grass,Poison,PU,COMMON,7,,Choice Band,Chlorophyll,252 Atk / 4 SpD / 252 Spe,Adamant,,Sucker Punch,Poison Jab,Leaf Blade,Knock Off,0,0,0,0,0,0
Victreebel,71,Grass,Poison,PU,COMMON,7,,Black Sludge,Chlorophyll,252 HP / 4 Atk / 252 Def,Impish,,Knock Off,Power Whip,Toxic,Strength Sap,0,0,0,0,0,0
Victreebel,71,Grass,Poison,PU,COMMON,7,,Assault Vest,Chlorophyll,168 HP / 172 SpA / 168 SpD,Quiet,,Giga Drain,Hidden Power [Fire],Sucker Punch,Sludge Bomb,0,0,0,0,0,0
Tentacool,72,Water,Poison,LC,NONE,-1,,Berry Juice,Liquid Ooze,196 HP / 236 Def / 36 SpA / 36 Spe,Calm,,Rapid Spin,Knock Off,Scald,Sludge Bomb,0,0,0,0,0,0
Tentacool,72,Water,Poison,LC,NONE,-1,,Life Orb,Clear Body,76 Def / 196 SpA / 36 SpD / 196 Spe,Timid,19 HP,Hydro Pump,Sludge Bomb,Knock Off,Hidden Power [Fire],0,0,0,0,0,0
Tentacruel,73,Water,Poison,UU,RARE,9,,Focus Sash,Liquid Ooze,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Hydro Pump,Sludge Wave,Hex,Toxic Spikes,0,0,0,0,0,0
