POKEMON,DEX,TYPE 1,TYPE 2,TIER,RARITY,TAG,ITEM,ABILITY,EV SPREAD,NATURE,IV SPREAD,MOVE 1,MOVE 2,MOVE 3,MOVE 4,STATUS,GENERATED (D),GENERATED (N),GENERATED (R),PICKED (D),PICKED (N),BANNED
Clefable,36,Fairy,,OU,ULTRA-RARE,RAIN,Damp Rock,Unaware,252 HP / 4 Def / 252 SpD,Calm,,Rain Dance,Knock Off,Toxic,Moonblast,PASS,0,0,0,0,0,0
Clefable,36,Fairy,,OU,ULTRA-RARE,,Choice Specs,Unaware,4 Def / 252 SpA / 252 Spe,Modest,0 Atk,Psychic,Fire Blast,Moonblast,Trick,PASS,0,0,0,0,0,0
Vulpix,37,Fire,,LC Uber,NONE,SUN,Heat Rock,Drought,52 HP / 196 SpA / 240 Spe,Timid,0 Atk,Fire Blast,Energy Ball,Will-O-Wisp,Hidden Power [Rock],PASS,0,0,0,0,0,0
Vulpix,37,Fire,,LC Uber,NONE,SUN,Heat Rock,Drought,52 HP / 196 SpA / 240 Spe,Timid,0 Atk,Hidden Power [Rock],Fire Blast,Energy Ball,Hypnosis,PASS,0,0,0,0,0,0
Vulpix-Alola,37,Ice,,LC,NONE,HAIL,Light Clay,Snow Warning,52 HP / 200 SpA / 240 Spe,Timid,0 Atk,Aurora Veil,Blizzard,Freeze-Dry,Hidden Power [Ground],PASS,0,0,0,0,0,0
Ninetales,38,Fire,,RU,RARE,SUN,Heat Rock,Drought,252 HP / 252 Def / 4 SpA,Bold,0 Atk,Solar Beam,Will-O-Wisp,Pain Split,Fire Blast,PASS,0,0,0,0,0,0
Ninetales,38,Fire,,RU,RARE,SUN,Heat Rock,Drought,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Nasty Plot,Hidden Power [Ice],Solar Beam,Fire Blast,PASS,0,0,0,0,0,0
Ninetales,38,Fire,,RU,RARE,SUN,Firium Z,Drought,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Nasty Plot,Fire Blast,Solar Beam,Dark Pulse,PASS,0,0,0,0,0,0
Ninetales,38,Fire,,RU,RARE,SUN,Leftovers,Drought,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Fire Blast,Substitute,Disable,Solar Beam,PASS,0,0,0,0,0,0
Ninetales,38,Fire,,RU,RARE,SUN,Heat Rock,Drought,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Solar Beam,Fire Blast,Hidden Power [Ice],Nasty Plot,PASS,0,0,0,0,0,0
Ninetales,38,Fire,,RU,RARE,SUN,Choice Specs,Drought,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Dark Pulse,Solar Beam,Overheat,Psyshock,PASS,0,0,0,0,0,0
Ninetales-Alola,38,Ice,Fairy,OU,ULTRA-RARE,HAIL,Icium Z,Snow Warning,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Freeze-Dry,Moonblast,Hidden Power [Fire],Blizzard,PASS,0,0,0,0,0,0
Ninetales-Alola,38,Ice,Fairy,OU,ULTRA-RARE,HAIL,Light Clay,Snow Warning,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Aurora Veil,Freeze-Dry,Moonblast,Encore,PASS,0,0,0,0,0,0
Ninetales-Alola,38,Ice,Fairy,OU,ULTRA-RARE,HAIL,Life Orb,Snow Warning,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Nasty Plot,Hidden Power [Ground],Moonblast,Blizzard,PASS,0,0,0,0,0,0
Ninetales-Alola,38,Ice,Fairy,OU,ULTRA-RARE,HAIL,Choice Specs,Snow Cloak,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Ice Beam,Hidden Power [Fire],Moonblast,Psyshock,PASS,0,0,0,0,0,0
Ninetales-Alola,38,Ice,Fairy,OU,ULTRA-RARE,HAIL,Light Clay,Snow Warning,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Freeze-Dry,Moonblast,Hypnosis,Aurora Veil,PASS,0,0,0,0,0,0
Ninetales-Alola,38,Ice,Fairy,OU,ULTRA-RARE,HAIL,Focus Sash,Snow Cloak,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Nasty Plot,Ice Beam,Moonblast,Hidden Power [Fire],PASS,0,0,0,0,0,0
Jigglypuff,39,Normal,Fairy,NFE,NONE,,Eviolite,Competitive,252 Def / 252 SpA / 4 SpD,Modest,0 Atk,Thunder Wave,Dazzling Gleam,Fire Blast,Stealth Rock,PASS,0,0,0,0,0,0
Wigglytuff,40,Normal,Fairy,Untiered,COMMON,,Life Orb,Competitive,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Stealth Rock,Hyper Voice,Dazzling Gleam,Fire Blast,PASS,0,0,0,0,0,0
Wigglytuff,40,Normal,Fairy,Untiered,COMMON,,Normalium Z,Competitive,252 Def / 252 SpA / 4 SpD,Modest,0 Atk,Fire Blast,Dazzling Gleam,Thunder Wave,Hyper Voice,PASS,0,0,0,0,0,0
Wigglytuff,40,Normal,Fairy,Untiered,COMMON,,Rocky Helmet,Frisk,252 Def / 252 SpA / 4 SpD,Modest,0 Atk,Thunder Wave,Dazzling Gleam,Fire Blast,Stealth Rock,PASS,0,0,0,0,0,0
Wigglytuff,40,Normal,Fairy,Untiered,COMMON,TRICK,Life Orb,Competitive,252 Def / 252 SpA / 4 SpD,Quiet,0 Atk / 0 Spe,Stealth Rock,Hyper Voice,Dazzling Gleam,Fire Blast,PASS,0,0,0,0,0,0
Wigglytuff,40,Normal,Fairy,Untiered,COMMON,,Leftovers,Frisk,252 Def / 4 SpA / 252 SpD,Calm,0 Atk,Wish,Heal Bell,Stealth Rock,Hyper Voice,PASS,0,0,0,0,0,0
Wigglytuff,40,Normal,Fairy,Untiered,COMMON,,Light Clay,Frisk,252 HP / 4 Atk / 252 Def,Impish,,Reflect,Light Screen,Knock Off,Wish,PASS,0,0,0,0,0,0
Zubat,41,Poison,Flying,LC,NONE,,Eviolite,Infiltrator,196 HP / 76 Atk / 236 Spe,Jolly,,Defog,U-turn,Brave Bird,Roost,PASS,0,0,0,0,0,0
Golbat,42,Poison,Flying,NU,COMMON,,Eviolite,Infiltrator,168 HP / 172 Def / 168 Spe,Impish,,Roost,Brave Bird,Defog,Taunt,PASS,0,0,0,0,0,0
Golbat,42,Poison,Flying,NU,COMMON,,Life Orb,Infiltrator,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Air Slash,Sludge Bomb,Nasty Plot,Heat Wave,PASS,0,0,0,0,0,0
Golbat,42,Poison,Flying,NU,COMMON,,Eviolite,Infiltrator,168 HP / 172 Def / 168 SpD,Impish,,Defog,Taunt,Super Fang,Roost,PASS,0,0,0,0,0,0
Golbat,42,Poison,Flying,NU,COMMON,,Eviolite,Infiltrator,168 Def / 168 SpD / 172 Spe,Calm,,Taunt,Super Fang,Toxic,Roost,PASS,0,0,0,0,0,0
Golbat,42,Poison,Flying,NU,COMMON,,Eviolite,Infiltrator,252 SpA / 4 SpD / 252 Spe,Modest,0 Atk,Nasty Plot,Shadow Ball,Air Slash,Sludge Bomb,PASS,0,0,0,0,0,0
Golbat,42,Poison,Flying,NU,COMMON,,Eviolite,Infiltrator,168 HP / 172 Atk / 168 Spe,Adamant,,U-turn,Roost,Whirlwind,Brave Bird,PASS,0,0,0,0,0,0
Oddish,43,Grass,Poison,LC,NONE,,Eviolite,Chlorophyll,156 HP / 236 Def / 76 SpD / 36 Spe,Bold,0 Atk,Sleep Powder,Strength Sap,Sludge Bomb,Giga Drain,PASS,0,0,0,0,0,0
Gloom,44,Grass,Poison,NFE,NONE,,Eviolite,Chlorophyll,252 HP / 252 Def / 4 SpD,Bold,0 Atk,Giga Drain,Sludge Bomb,Strength Sap,Sleep Powder,PASS,0,0,0,0,0,0
Gloom,44,Grass,Poison,NFE,NONE,,Eviolite,Chlorophyll,252 HP / 4 Def / 252 SpD,Calm,0 Atk,Leech Seed,Toxic,Protect,Strength Sap,PASS,0,0,0,0,0,0
Gloom,44,Grass,Poison,NFE,NONE,,Choice Specs,Chlorophyll,252 HP / 252 SpA / 4 SpD,Modest,0 Atk,Moonblast,Hidden Power [Fire],Energy Ball,Sludge Bomb,PASS,0,0,0,0,0,0
Vileplume,45,Grass,Poison,NU,COMMON,,Poisonium Z,Effect Spore,168 HP / 168 Def / 172 SpA,Modest,0 Atk,Giga Drain,Sludge Bomb,Sleep Powder,Strength Sap,PASS,0,0,0,0,0,0
Vileplume,45,Grass,Poison,NU,COMMON,,Black Sludge,Effect Spore,252 HP / 252 Def / 4 SpD,Bold,0 Atk,Stun Spore,Sludge Bomb,Moonblast,Strength Sap,PASS,0,0,0,0,0,0
Vileplume,45,Grass,Poison,NU,COMMON,SUN,Choice Specs,Chlorophyll,252 HP / 4 Def / 252 SpA,Modest,0 Atk,Moonblast,Hidden Power [Fire],Giga Drain,Sludge Bomb,PASS,0,0,0,0,0,0
Vileplume,45,Grass,Poison,NU,COMMON,,Rocky Helmet,Effect Spore,252 HP / 252 Def / 4 SpA,Bold,0 Atk,Sleep Powder,Strength Sap,Moonblast,Sludge Bomb,PASS,0,0,0,0,0,0
Vileplume,45,Grass,Poison,NU,COMMON,,Black Sludge,Effect Spore,252 HP / 4 SpA / 252 SpD,Calm,0 Atk,Aromatherapy,Sludge Bomb,Giga Drain,Strength Sap,PASS,0,0,0,0,0,0
Vileplume,45,Grass,Poison,NU,COMMON,SUN,Heat Rock,Chlorophyll,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Sunny Day,Sludge Bomb,Solar Beam,Hidden Power [Ground],PASS,0,0,0,0,0,0
Paras,46,Bug,Grass,LC,NONE,,Eviolite,Dry Skin,76 HP / 36 Atk / 236 Def / 156 SpD,Impish,,Spore,Bullet Seed,Synthesis,Knock Off,PASS,0,0,0,0,0,0
Parasect,47,Bug,Grass,Untiered,COMMON,,Leftovers,Dry Skin,252 HP / 252 Def / 4 SpD,Impish,,Spore,Synthesis,Seed Bomb,Knock Off,PASS,0,0,0,0,0,0
Parasect,47,Bug,Grass,Untiered,COMMON,TRICK,Life Orb,Dry Skin,252 HP / 252 Atk / 4 Def,Brave,0 Spe,Swords Dance,Knock Off,Leech Life,Spore,PASS,0,0,0,0,0,0
Parasect,47,Bug,Grass,Untiered,COMMON,,Choice Band,Dry Skin,252 HP / 252 Atk / 4 Def,Adamant,,Knock Off,Leech Life,Seed Bomb,Brick Break,PASS,0,0,0,0,0,0
Venonat,48,Bug,Poison,LC,NONE,,Eviolite,Compound Eyes,36 HP / 116 Def / 36 SpA / 76 SpD / 236 Spe,Timid,0 Atk,Toxic Spikes,Sleep Powder,Signal Beam,Morning Sun,PASS,0,0,0,0,0,0
Venonat,48,Bug,Poison,LC,NONE,,Berry Juice,Tinted Lens,36 HP / 116 Def / 36 SpA / 76 SpD / 236 Spe,Timid,,Thief,Toxic Spikes,Sleep Powder,Signal Beam,PASS,0,0,0,0,0,0
Venomoth,49,Bug,Poison,UU,RARE,,Buginium Z,Tinted Lens,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Bug Buzz,Sleep Powder,Quiver Dance,Sludge Bomb,PASS,0,0,0,0,0,0
Venomoth,49,Bug,Poison,UU,RARE,BATON,Focus Sash,Tinted Lens,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Sleep Powder,Quiver Dance,Bug Buzz,Baton Pass,PASS,0,0,0,0,0,0
Venomoth,49,Bug,Poison,UU,RARE,,Leftovers,Wonder Skin,252 HP / 4 SpD / 252 Spe,Timid,0 Atk,Disable,Toxic,Substitute,Protect,PASS,0,0,0,0,0,0
Venomoth,49,Bug,Poison,UU,RARE,,Choice Specs,Tinted Lens,252 SpA / 4 SpD / 252 Spe,Timid,,Giga Drain,U-turn,Sludge Bomb,Bug Buzz,PASS,0,0,0,0,0,0
Venomoth,49,Bug,Poison,UU,RARE,,Black Sludge,Tinted Lens,252 HP / 4 SpA / 252 Spe,Timid,0 Atk,Bug Buzz,Toxic,Substitute,Quiver Dance,PASS,0,0,0,0,0,0
Venomoth,49,Bug,Poison,UU,RARE,,Life Orb,Tinted Lens,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Quiver Dance,Stun Spore,Bug Buzz,Disable,PASS,0,0,0,0,0,0
Diglett,50,Ground,,LC,NONE,,Groundium Z,Arena Trap,36 HP / 236 Atk / 236 Spe,Jolly,,Earthquake,Rock Slide,Sucker Punch,Substitute,PASS,0,0,0,0,0,0
Diglett-Alola,50,Ground,Steel,LC,NONE,,Life Orb,Sand Force,36 HP / 236 Atk / 36 Def / 196 Spe,Jolly,,Iron Head,Earthquake,Substitute,Rock Slide,PASS,0,0,0,0,0,0
Dugtrio,51,Ground,,Untiered,COMMON,,Life Orb,Arena Trap,252 Atk / 4 SpD / 252 Spe,Jolly,,Earthquake,Sucker Punch,Stone Edge,Memento,PASS,0,0,0,0,0,0
Dugtrio,51,Ground,,Untiered,COMMON,,Choice Band,Arena Trap,252 Atk / 4 SpD / 252 Spe,Jolly,,Stone Edge,Aerial Ace,Sucker Punch,Earthquake,PASS,0,0,0,0,0,0
Dugtrio,51,Ground,,Untiered,COMMON,,Groundium Z,Sand Force,252 Atk / 4 Def / 252 Spe,Jolly,,Memento,Earthquake,Rock Slide,Stealth Rock,PASS,0,0,0,0,0,0
Dugtrio,51,Ground,,Untiered,COMMON,,Focus Sash,Arena Trap,252 Atk / 4 SpD / 252 Spe,Jolly,,Earthquake,Sucker Punch,Stone Edge,Reversal,PASS,0,0,0,0,0,0
Dugtrio,51,Ground,,Untiered,COMMON,,Choice Scarf,Arena Trap,252 Atk / 4 SpD / 252 Spe,Jolly,,Rock Slide,Night Slash,Earthquake,Final Gambit,PASS,0,0,0,0,0,0
Dugtrio,51,Ground,,Untiered,COMMON,,Leftovers,Arena Trap,252 HP / 4 Atk / 252 SpD,Careful,,Sleep Talk,Earthquake,Toxic,Rest,PASS,0,0,0,0,0,0
Dugtrio-Alola,51,Ground,Steel,PU,COMMON,,Choice Band,Sand Force,252 Atk / 4 Def / 252 Spe,Jolly,,Stone Edge,Sucker Punch,Earthquake,Iron Head,PASS,0,0,0,0,0,0
Dugtrio-Alola,51,Ground,Steel,PU,COMMON,SAND,Air Balloon,Sand Force,252 Atk / 4 Def / 252 Spe,Adamant,,Earthquake,Stone Edge,Iron Head,Sucker Punch,PASS,0,0,0,0,0,0
Dugtrio-Alola,51,Ground,Steel,PU,COMMON,,Steelium Z,Sand Force,252 Atk / 4 Def / 252 Spe,Jolly,,Iron Head,Sucker Punch,Earthquake,Memento,PASS,0,0,0,0,0,0
Dugtrio-Alola,51,Ground,Steel,PU,COMMON,,Focus Sash,Tangling Hair,252 Atk / 4 SpD / 252 Spe,Jolly,,Earthquake,Reversal,Sucker Punch,Stone Edge,PASS,0,0,0,0,0,0
Dugtrio-Alola,51,Ground,Steel,PU,COMMON,,Choice Scarf,Tangling Hair,252 Atk / 4 SpD / 252 Spe,Jolly,,Final Gambit,Stone Edge,Earthquake,Iron Head,PASS,0,0,0,0,0,0
Dugtrio-Alola,51,Ground,Steel,PU,COMMON,,Leftovers,Tangling Hair,168 HP / 172 SpD / 168 Spe,Careful,,Toxic,Protect,Iron Head,Stomping Tantrum,PASS,0,0,0,0,0,0
Meowth,52,Normal,,LC,NONE,,Life Orb,Technician,236 Atk / 36 SpA / 36 SpD / 196 Spe,Hasty,19 HP,Fake Out,Feint,Water Pulse,Aerial Ace,PASS,0,0,0,0,0,0
Meowth-Alola,52,Dark,,LC,NONE,,Darkinium Z,Technician,36 HP / 200 SpA / 40 SpD / 200 Spe,Timid,0 Atk,Parting Shot,Dark Pulse,Hidden Power [Fighting],Taunt,PASS,0,0,0,0,0,0
Persian,53,Normal,,Untiered,COMMON,,Life Orb,Technician,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Water Pulse,Hyper Voice,Hidden Power [Ghost],Nasty Plot,PASS,0,0,0,0,0,0
Persian,53,Normal,,Untiered,COMMON,,Normalium Z,Technician,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Substitute,Nasty Plot,Hyper Voice,Hidden Power [Ghost],PASS,0,0,0,0,0,0
Persian,53,Normal,,Untiered,COMMON,,Choice Specs,Technician,252 SpA / 4 SpD / 252 Spe,Timid,,U-turn,Switcheroo,Swift,Water Pulse,PASS,0,0,0,0,0,0
Persian-Alola,53,Dark,,PU,COMMON,,Leftovers,Fur Coat,252 HP / 4 Atk / 252 Spe,Jolly,,Substitute,Fake Out,Parting Shot,Toxic,PASS,0,0,0,0,0,0
Persian-Alola,53,Dark,,PU,COMMON,,Darkinium Z,Fur Coat,252 HP / 4 SpD / 252 Spe,Timid,0 Atk,Parting Shot,Foul Play,Toxic,Taunt,PASS,0,0,0,0,0,0
Persian-Alola,53,Dark,,PU,COMMON,,Choice Specs,Technician,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Dark Pulse,Switcheroo,Hidden Power [Fire],Thunderbolt,PASS,0,0,0,0,0,0
Persian-Alola,53,Dark,,PU,COMMON,RAIN,Damp Rock,Fur Coat,252 HP / 4 SpD / 252 Spe,Timid,0 Atk,Parting Shot,Dark Pulse,Rain Dance,Thunder,PASS,0,0,0,0,0,0
Persian-Alola,53,Dark,,PU,COMMON,,Life Orb,Technician,252 Atk / 4 SpD / 252 Spe,Jolly,,Fake Out,U-turn,Bite,Play Rough,PASS,0,0,0,0,0,0
Persian-Alola,53,Dark,,PU,COMMON,,Weakness Policy,Fur Coat,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Thunderbolt,Dark Pulse,Power Gem,Nasty Plot,PASS,0,0,0,0,0,0
Psyduck,54,Water,,LC,NONE,,Choice Scarf,Cloud Nine,240 SpA / 240 Spe,Timid,0 Atk,Hydro Pump,Psychic,Ice Beam,Hidden Power [Fire],PASS,0,0,0,0,0,0
Golduck,55,Water,,Untiered,COMMON,RAIN,Waterium Z,Swift Swim,4 Def / 252 SpA / 252 Spe,Modest,0 Atk,Rain Dance,Hydro Pump,Ice Beam,Hidden Power [Electric],PASS,0,0,0,0,0,0
Golduck,55,Water,,Untiered,COMMON,,Life Orb,Swift Swim,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Surf,Calm Mind,Psyshock,Ice Beam,PASS,0,0,0,0,0,0
Golduck,55,Water,,Untiered,COMMON,RAIN,Life Orb,Swift Swim,252 SpA / 4 SpD / 252 Spe,Modest,0 Atk,Hidden Power [Grass],Ice Beam,Hydro Pump,Rain Dance,PASS,0,0,0,0,0,0
Mankey,56,Fighting,,LC,NONE,,Choice Scarf,Defiant,36 HP / 196 Atk / 76 Def / 196 Spe,Jolly,,Close Combat,Gunk Shot,U-turn,Earthquake,PASS,0,0,0,0,0,0
Primeape,57,Fighting,,PU,COMMON,,Life Orb,Defiant,252 Atk / 4 SpD / 252 Spe,Jolly,,Close Combat,U-turn,Earthquake,Stone Edge,PASS,0,0,0,0,0,0
Primeape,57,Fighting,,PU,COMMON,,Choice Band,Defiant,252 Atk / 4 SpD / 252 Spe,Jolly,,Close Combat,Stone Edge,Pursuit,Gunk Shot,PASS,0,0,0,0,0,0
Primeape,57,Fighting,,PU,COMMON,,Choice Scarf,Defiant,252 Atk / 4 SpD / 252 Spe,Jolly,,Close Combat,U-turn,Gunk Shot,Ice Punch,PASS,0,0,0,0,0,0
Growlithe,58,Fire,,LC,NONE,,Eviolite,Intimidate,236 HP / 156 Def / 116 SpD,Impish,,Will-O-Wisp,Flare Blitz,Morning Sun,Wild Charge,PASS,0,0,0,0,0,0
Arcanine,59,Fire,,RU,RARE,,Leftovers,Intimidate,168 HP / 172 SpA / 168 SpD,Modest,0 Atk,Snarl,Morning Sun,Burn Up,Toxic,PASS,0,0,0,0,0,0
Arcanine,59,Fire,,RU,RARE,,Weakness Policy,Intimidate,252 Atk / 4 SpA / 252 Spe,Jolly,,Extreme Speed,Wild Charge,Overheat,Close Combat,PASS,0,0,0,0,0,0
Arcanine,59,Fire,,RU,RARE,,Leftovers,Intimidate,252 HP / 4 Atk / 252 Def,Impish,,Flare Blitz,Extreme Speed,Morning Sun,Will-O-Wisp,PASS,0,0,0,0,0,0
Arcanine,59,Fire,,RU,RARE,,Electrium Z,Intimidate,252 Atk / 4 SpD / 252 Spe,Adamant,,Close Combat,Flare Blitz,Wild Charge,Extreme Speed,PASS,0,0,0,0,0,0
Arcanine,59,Fire,,RU,RARE,,Life Orb,Intimidate,252 Atk / 4 SpD / 252 Spe,Adamant,,Morning Sun,Close Combat,Flare Blitz,Extreme Speed,PASS,0,0,0,0,0,0
Arcanine,59,Fire,,RU,RARE,SUN,Leftovers,Intimidate,168 HP / 172 SpA / 168 Spe,Modest,0 Atk,Sunny Day,Fire Blast,Solar Beam,Morning Sun,PASS,0,0,0,0,0,0
Poliwag,60,Water,,LC,NONE,,Berry Juice,Water Absorb,116 HP / 196 Atk / 196 Spe,Jolly,,Belly Drum,Waterfall,Hypnosis,Return,PASS,0,0,0,0,0,0
Poliwhirl,61,Water,,NFE,NONE,,Normalium Z,Swift Swim,252 Atk / 4 Def / 252 Spe,Jolly,,Earthquake,Ice Punch,Waterfall,Belly Drum,PASS,0,0,0,0,0,0
Poliwrath,62,Water,Fighting,PU,COMMON,,Choice Band,Swift Swim,252 HP / 252 Atk / 4 Def,Adamant,,Ice Punch,Waterfall,Earthquake,Brick Break,PASS,0,0,0,0,0,0
Poliwrath,62,Water,Fighting,PU,COMMON,,Assault Vest,Water Absorb,252 HP / 252 Atk / 4 SpD,Adamant,,Earthquake,Throat Chop,Ice Punch,Waterfall,PASS,0,0,0,0,0,0
Poliwrath,62,Water,Fighting,PU,COMMON,,Rocky Helmet,Damp,252 HP / 4 Atk / 252 SpD,Careful,,Rest,Sleep Talk,Circle Throw,Bulk Up,PASS,0,0,0,0,0,0
Abra,63,Psychic,,LC,NONE,,Focus Sash,Magic Guard,236 SpA / 76 SpD / 196 Spe,Timid,0 Atk,Psychic,Dazzling Gleam,Counter,Energy Ball,PASS,0,0,0,0,0,0
Kadabra,64,Psychic,,PU,COMMON,,Focus Sash,Magic Guard,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Counter,Dazzling Gleam,Psychic,Hidden Power [Fire],PASS,0,0,0,0,0,0
Kadabra,64,Psychic,,PU,COMMON,,Psychium Z,Magic Guard,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Substitute,Disable,Psychic,Signal Beam,PASS,0,0,0,0,0,0
Kadabra,64,Psychic,,PU,COMMON,,Choice Specs,Synchronize,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Trick,Energy Ball,Dazzling Gleam,Psychic,PASS,0,0,0,0,0,0
Alakazam,65,Psychic,,OU,ULTRA-RARE,,Alakazite,Magic Guard,252 SpA / 4 SpD / 252 Spe,Modest,0 Atk,Hidden Power [Fire],Psychic,Dazzling Gleam,Focus Blast,PASS,0,0,0,0,0,0
Alakazam,65,Psychic,,OU,ULTRA-RARE,,Life Orb,Magic Guard,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Hidden Power [Fire],Focus Blast,Shadow Ball,Psychic,PASS,0,0,0,0,0,0
Alakazam,65,Psychic,,OU,ULTRA-RARE,,Alakazite,Synchronize,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Psychic,Focus Blast,Shadow Ball,Calm Mind,PASS,0,0,0,0,0,0
Alakazam,65,Psychic,,OU,ULTRA-RARE,,Choice Specs,Synchronize,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Psychic,Focus Blast,Dazzling Gleam,Trick,PASS,0,0,0,0,0,0
Alakazam,65,Psychic,,OU,ULTRA-RARE,,Focus Sash,Magic Guard,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Psychic,Signal Beam,Counter,Shadow Ball,PASS,0,0,0,0,0,0
Alakazam,65,Psychic,,OU,ULTRA-RARE,,Alakazite,Magic Guard,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Substitute,Disable,Psychic,Signal Beam,PASS,0,0,0,0,0,0
Machop,66,Fighting,,LC,NONE,,Choice Scarf,No Guard,36 HP / 196 Atk / 36 Def / 236 Spe,Jolly,,Dynamic Punch,Knock Off,Poison Jab,Rock Slide,PASS,0,0,0,0,0,0
Machoke,67,Fighting,,NFE,NONE,,Eviolite,Guts,252 HP / 4 Atk / 252 SpD,Careful,,Bulk Up,Rest,Sleep Talk,Cross Chop,PASS,0,0,0,0,0,0
Machoke,67,Fighting,,NFE,NONE,TRICK,Life Orb,No Guard,252 HP / 252 Atk / 4 SpD,Brave,0 Spe,Bullet Punch,Dynamic Punch,Knock Off,Fire Punch,PASS,0,0,0,0,0,0
Machoke,67,Fighting,,NFE,NONE,,Flame Orb,Guts,252 Atk / 4 SpD / 252 Spe,Jolly,,Knock Off,Bullet Punch,Facade,Close Combat,PASS,0,0,0,0,0,0
Machamp,68,Fighting,,RU,RARE,TRICK,Flame Orb,Guts,252 HP / 252 Atk / 4 SpD,Brave,0 Spe,Close Combat,Knock Off,Bullet Punch,Facade,PASS,0,0,0,0,0,0
Machamp,68,Fighting,,RU,RARE,,Leftovers,Guts,168 HP / 168 Def / 172 SpD,Careful,,Bulk Up,Cross Chop,Knock Off,Substitute,PASS,0,0,0,0,0,0
Machamp,68,Fighting,,RU,RARE,,Icium Z,No Guard,168 HP / 168 Atk / 172 Def,Impish,,Dynamic Punch,Ice Punch,Bulk Up,Bullet Punch,PASS,0,0,0,0,0,0
Machamp,68,Fighting,,RU,RARE,,Flame Orb,Guts,252 Atk / 4 Def / 252 Spe,Adamant,,Bullet Punch,Facade,Close Combat,Knock Off,PASS,0,0,0,0,0,0
Machamp,68,Fighting,,RU,RARE,,Assault Vest,No Guard,252 HP / 252 Atk / 4 SpD,Adamant,,Knock Off,Dynamic Punch,Stone Edge,Bullet Punch,PASS,0,0,0,0,0,0
Machamp,68,Fighting,,RU,RARE,,Choice Band,Guts,252 Atk / 4 SpD / 252 Spe,Jolly,,Ice Punch,Knock Off,Close Combat,Bullet Punch,PASS,0,0,0,0,0,0
Bellsprout,69,Grass,Poison,LC,NONE,SUN,Poisonium Z,Chlorophyll,76 Def / 196 SpA / 36 SpD / 196 Spe,Modest,0 Atk,Solar Beam,Sludge Bomb,Weather Ball,Sleep Powder,PASS,0,0,0,0,0,0
Weepinbell,70,Grass,Poison,NFE,NONE,SUN,Life Orb,Chlorophyll,4 Def / 252 SpA / 252 Spe,Modest,0 Atk,Solar Beam,Sleep Powder,Sludge Bomb,Weather Ball,PASS,0,0,0,0,0,0
Victreebel,71,Grass,Poison,PU,COMMON,,Life Orb,Chlorophyll,252 SpA / 4 SpD / 252 Spe,Modest,0 Atk,Leaf Storm,Sludge Bomb,Hidden Power [Fire],Sleep Powder,PASS,0,0,0,0,0,0
Victreebel,71,Grass,Poison,PU,COMMON,,Grassium Z,Chlorophyll,252 Atk / 4 SpD / 252 Spe,Jolly,,Sucker Punch,Leaf Blade,Poison Jab,Swords Dance,PASS,0,0,0,0,0,0
Victreebel,71,Grass,Poison,PU,COMMON,SUN,Heat Rock,Chlorophyll,168 HP / 168 Def / 172 SpA,Modest,0 Atk,Sunny Day,Solar Beam,Weather Ball,Strength Sap,PASS,0,0,0,0,0,0
Victreebel,71,Grass,Poison,PU,COMMON,,Choice Band,Chlorophyll,252 Atk / 4 SpD / 252 Spe,Adamant,,Sucker Punch,Poison Jab,Leaf Blade,Knock Off,PASS,0,0,0,0,0,0
Victreebel,71,Grass,Poison,PU,COMMON,,Black Sludge,Chlorophyll,252 HP / 4 Atk / 252 Def,Impish,,Knock Off,Power Whip,Toxic,Strength Sap,PASS,0,0,0,0,0,0
